id,ssdg,sdg,text,sentence,word_types,nouns,verbs,adjectives
G29G3,"The SDGs promote sustained economic growth, higher levels of productivity and technological innovation. Encouraging entrepreneurship and job creation are key to this, as are effective measures to eradicate forced labour, slavery and human trafficking. With these targets in mind, the goal is to achieve full and productive employment, and decent work, for all women and men by 2030.",Decent work and economic growth,decent work and economic growth the sdgs promote sustained economic growth higher levels of productivity and technological innovation encouraging entrepreneurship and job creation are key to this as are effective measures to eradicate forced labour slavery and human trafficking with these targets in mind the goal is to achieve full and productive employment and decent work for all women and men by ,"['decent', 'work', 'economic', 'growth', 'sdgs', 'promote', 'economic', 'growth', 'productivity', 'technological', 'innovation', 'entrepreneurship', 'job', 'creation', 'are', 'key', 'are', 'effective', 'labour', 'slavery', 'human', 'mind', 'goal', 'full', 'productive', 'employment', 'decent', 'work']","['JJ', 'NN', 'JJ', 'NN', 'JJ', 'NN', 'JJ', 'NN', 'NN', 'JJ', 'NN', 'NN', 'NN', 'NN', 'VBP', 'JJ', 'VBP', 'JJ', 'JJ', 'NN', 'JJ', 'NN', 'NN', 'JJ', 'JJ', 'NN', 'JJ', 'NN']",14,2,12
G30G1,"Investment in infrastructure and innovation are crucial drivers of economic growth and development. With over half the world population now living in cities, mass transport and renewable energy are becoming ever more important, as are the growth of new industries and information and communication technologies.","Industry, innovation and infraestructure",industry innovation and infraestructure investment in infrastructure and innovation are crucial drivers of economic growth and development with over half the world population now living in cities mass transport and renewable energy are becoming ever more important as are the growth of new industries and information and communication technologies,"['industry', 'innovation', 'infraestructure', 'investment', 'infrastructure', 'innovation', 'are', 'crucial', 'economic', 'growth', 'development', 'world', 'population', 'mass', 'transport', 'renewable', 'energy', 'are', 'important', 'are', 'growth', 'new', 'information', 'communication']","['NN', 'NN', 'NN', 'NN', 'NN', 'NN', 'VBP', 'JJ', 'JJ', 'NN', 'NN', 'NN', 'NN', 'VBP', 'NN', 'JJ', 'NN', 'VBP', 'JJ', 'VBP', 'NN', 'JJ', 'NN', 'NN']",15,4,5
G31G2,"Technological progress is also key to finding lasting solutions to both economic and environmental challenges, such as providing new jobs and promoting energy efficiency. Promoting sustainable industries, and investing in scientific research and innovation, are all important ways to facilitate sustainable development.","Industry, innovation and infraestructure",industry innovation and infraestructure technological progress is also key to finding lasting solutions to both economic and environmental challenges such as providing new jobs and promoting energy efficiency promoting sustainable industries and investing in scientific research and innovation are all important ways to facilitate sustainable development,"['industry', 'innovation', 'infraestructure', 'technological', 'progress', 'key', 'lasting', 'economic', 'environmental', 'such', 'new', 'energy', 'efficiency', 'sustainable', 'scientific', 'research', 'innovation', 'are', 'important', 'sustainable', 'development']","['NN', 'NN', 'NN', 'JJ', 'NN', 'JJ', 'JJ', 'JJ', 'JJ', 'JJ', 'JJ', 'NN', 'NN', 'JJ', 'JJ', 'NN', 'NN', 'VBP', 'JJ', 'JJ', 'NN']",9,1,11
G32G3,"More than 4 billion people still do not have access to the Internet, and 90 percent are from the developing world. Bridging this digital divide is crucial to ensure equal access to information and knowledge, as well as foster innovation and entrepreneurship.","Industry, innovation and infraestructure",industry innovation and infraestructure more than  billion people still do not have access to the internet and  percent are from the developing world bridging this digital divide is crucial to ensure equal access to information and knowledge as well as foster innovation and entrepreneurship,"['industry', 'innovation', 'infraestructure', 'do', 'access', 'internet', 'percent', 'are', 'world', 'bridging', 'digital', 'divide', 'crucial', 'equal', 'access', 'information', 'knowledge', 'foster', 'innovation', 'entrepreneurship']","['NN', 'NN', 'NN', 'VBP', 'NN', 'NN', 'NN', 'VBP', 'NN', 'NN', 'JJ', 'NN', 'JJ', 'JJ', 'NN', 'NN', 'NN', 'JJ', 'NN', 'NN']",14,2,4
G33G1,"Income inequality is on the rise—the richest 10 percent have up to 40 percent of global income whereas the poorest 10 percent earn only between 2 to 7 percent. If we take into account population growth inequality in developing countries, inequality has increased by 11 percent.",Reduced inequalites,reduced inequalites income inequality is on the rise—the richest  percent have up to  percent of global income whereas the poorest  percent earn only between  to  percent if we take into account population growth inequality in developing countries inequality has increased by  percent,"['income', 'inequality', 'rise—the', 'percent', 'have', 'percent', 'global', 'income', 'percent', 'earn', 'take', 'account', 'population', 'growth', 'inequality', 'inequality', 'percent']","['NN', 'NN', 'NN', 'NN', 'VBP', 'NN', 'JJ', 'NN', 'NN', 'NN', 'VBP', 'NN', 'NN', 'NN', 'NN', 'NN', 'NN']",14,2,1
G34G2,"Income inequality has increased in nearly everywhere in recent decades, but at different speeds. It’s lowest in Europe and highest in the Middle East.",Reduced inequalites,reduced inequalites income inequality has increased in nearly everywhere in recent decades but at different speeds it’s lowest in europe and highest in the middle east,"['income', 'inequality', 'recent', 'different', 's', 'europe', 'middle', 'east']","['NN', 'NN', 'JJ', 'JJ', 'JJ', 'NN', 'JJ', 'NN']",4,0,4
G35G3,"These widening disparities require sound policies to empower lower income earners, and promote economic inclusion of all regardless of sex, race or ethnicity.",Reduced inequalites,reduced inequalites these widening disparities require sound policies to empower lower income earners and promote economic inclusion of all regardless of sex race or ethnicity,"['require', 'sound', 'income', 'economic', 'inclusion', 'regardless', 'sex', 'race', 'ethnicity']","['VBP', 'JJ', 'NN', 'JJ', 'NN', 'NN', 'NN', 'NN', 'NN']",6,1,2
G36G4,"Income inequality requires global solutions. This involves improving the regulation and monitoring of financial markets and institutions, encouraging development assistance and foreign direct investment to regions where the need is greatest. Facilitating the safe migration and mobility of people is also key to bridging the widening divide.",Reduced inequalites,reduced inequalites income inequality requires global solutions this involves improving the regulation and monitoring of financial markets and institutions encouraging development assistance and foreign direct investment to regions where the need is greatest facilitating the safe migration and mobility of people is also key to bridging the widening divide,"['income', 'inequality', 'global', 'regulation', 'monitoring', 'financial', 'development', 'assistance', 'foreign', 'direct', 'investment', 'need', 'safe', 'migration', 'mobility', 'key', 'widening', 'divide']","['NN', 'NN', 'JJ', 'NN', 'NN', 'JJ', 'NN', 'NN', 'JJ', 'JJ', 'NN', 'NN', 'JJ', 'NN', 'NN', 'JJ', 'NN', 'NN']",12,0,6
G37G1,"More than half of us  live in cities. By 2050, two-thirds of all humanity—6.5 billion people—will be urban. Sustainable development cannot be achieved without significantly transforming the way we build and manage our urban spaces.",Sustainable cities and communities,sustainable cities and communities more than half of us  live in cities by  twothirds of all humanity— billion people—will be urban sustainable development cannot be achieved without significantly transforming the way we build and manage our urban spaces,"['sustainable', 'half', 'live', 'humanity—', 'people—will', 'urban', 'sustainable', 'development', 'way', 'build', 'urban']","['JJ', 'NN', 'VBP', 'JJ', 'NN', 'JJ', 'JJ', 'NN', 'NN', 'VBP', 'JJ']",4,2,5
G38G2,"The rapid growth of cities—a result of rising populations and increasing migration—has led to a boom in mega-cities, especially in the developing world, and slums are becoming a more significant feature of urban life.",Sustainable cities and communities,sustainable cities and communities the rapid growth of cities—a result of rising populations and increasing migration—has led to a boom in megacities especially in the developing world and slums are becoming a more significant feature of urban life,"['sustainable', 'rapid', 'growth', 'cities—a', 'result', 'migration—has', 'boom', 'developing', 'world', 'are', 'significant', 'feature', 'urban', 'life']","['JJ', 'JJ', 'NN', 'JJ', 'NN', 'NN', 'NN', 'JJ', 'NN', 'VBP', 'JJ', 'NN', 'JJ', 'NN']",7,1,6
G39G3,"Making cities sustainable means creating career and business opportunities, safe and affordable housing, and building resilient societies and economies. It involves investment in public transport, creating green public spaces, and improving urban planning and management in participatory and inclusive ways.",Sustainable cities and communities,sustainable cities and communities making cities sustainable means creating career and business opportunities safe and affordable housing and building resilient societies and economies it involves investment in public transport creating green public spaces and improving urban planning and management in participatory and inclusive ways,"['sustainable', 'sustainable', 'career', 'business', 'safe', 'affordable', 'housing', 'building', 'resilient', 'investment', 'public', 'transport', 'green', 'public', 'urban', 'planning', 'management', 'participatory', 'inclusive']","['JJ', 'JJ', 'NN', 'NN', 'JJ', 'JJ', 'NN', 'NN', 'NN', 'NN', 'JJ', 'NN', 'JJ', 'JJ', 'JJ', 'NN', 'NN', 'NN', 'JJ']",10,0,9
G40G1,"Achieving economic growth and sustainable development requires that we urgently reduce our ecological footprint by changing the way we produce and consume goods and resources. Agriculture is the biggest user of water worldwide, and irrigation now claims close to 70 percent of all freshwater for human use.",Responsible consumption and production,responsible consumption and production achieving economic growth and sustainable development requires that we urgently reduce our ecological footprint by changing the way we produce and consume goods and resources agriculture is the biggest user of water worldwide and irrigation now claims close to  percent of all freshwater for human use,"['responsible', 'consumption', 'production', 'economic', 'growth', 'sustainable', 'development', 'ecological', 'footprint', 'way', 'produce', 'consume', 'agriculture', 'user', 'water', 'worldwide', 'irrigation', 'percent', 'freshwater', 'human', 'use']","['JJ', 'NN', 'NN', 'JJ', 'NN', 'JJ', 'NN', 'JJ', 'NN', 'NN', 'VBP', 'VBP', 'NN', 'NN', 'NN', 'NN', 'NN', 'NN', 'NN', 'JJ', 'NN']",14,2,5
G41G2,"The efficient management of our shared natural resources, and the way we dispose of toxic waste and pollutants, are important targets to achieve this goal. Encouraging industries, businesses and consumers to recycle and reduce waste is equally important, as is supporting developing countries to move towards more sustainable patterns of consumption by 2030.",Responsible consumption and production,responsible consumption and production the efficient management of our shared natural resources and the way we dispose of toxic waste and pollutants are important targets to achieve this goal encouraging industries businesses and consumers to recycle and reduce waste is equally important as is supporting developing countries to move towards more sustainable patterns of consumption by ,"['responsible', 'consumption', 'production', 'efficient', 'management', 'shared', 'natural', 'way', 'dispose', 'toxic', 'waste', 'are', 'important', 'goal', 'waste', 'important', 'sustainable', 'consumption']","['JJ', 'NN', 'NN', 'JJ', 'NN', 'JJ', 'JJ', 'NN', 'VBP', 'JJ', 'NN', 'VBP', 'JJ', 'NN', 'NN', 'JJ', 'JJ', 'NN']",8,2,8
G42G3,"A large share of the world population is still consuming far too little to meet even their basic needs.  Halving the per capita of global food waste at the retailer and consumer levels is also important for creating more efficient production and supply chains. This can help with food security, and shift us towards a more resource efficient economy.",Responsible consumption and production,responsible consumption and production a large share of the world population is still consuming far too little to meet even their basic needs  halving the per capita of global food waste at the retailer and consumer levels is also important for creating more efficient production and supply chains this can help with food security and shift us towards a more resource efficient economy,"['responsible', 'consumption', 'production', 'large', 'share', 'world', 'population', 'little', 'basic', 'per', 'capita', 'global', 'food', 'waste', 'retailer', 'consumer', 'important', 'efficient', 'production', 'supply', 'food', 'security', 'resource', 'efficient', 'economy']","['JJ', 'NN', 'NN', 'JJ', 'NN', 'NN', 'NN', 'JJ', 'JJ', 'NN', 'NN', 'JJ', 'NN', 'NN', 'NN', 'NN', 'JJ', 'JJ', 'NN', 'NN', 'NN', 'NN', 'JJ', 'JJ', 'NN']",16,0,9
G43G1,"There is no country that is not experiencing the drastic effects of climate change. Greenhouse gas emissions are more than 50 percent higher than in 1990. Global warming is causing long-lasting changes to our climate system, which threatens irreversible consequences if we do not act.",Climate action,climate action there is no country that is not experiencing the drastic effects of climate change greenhouse gas emissions are more than  percent higher than in  global warming is causing longlasting changes to our climate system which threatens irreversible consequences if we do not act,"['climate', 'action', 'country', 'drastic', 'climate', 'change', 'greenhouse', 'gas', 'are', 'percent', 'global', 'warming', 'climate', 'system', 'irreversible', 'do']","['NN', 'NN', 'NN', 'JJ', 'NN', 'NN', 'NN', 'NN', 'VBP', 'NN', 'JJ', 'NN', 'NN', 'NN', 'JJ', 'VBP']",11,2,3
G44G2,"The annual average economic losses from climate-related disasters are in the hundreds of billions of dollars. This is not to mention the human impact of geo-physical disasters, which are 91 percent climate-related, and which between 1998 and 2017 killed 1.3 million people, and left 4.4 billion injured. The goal aims to mobilize US$100 billion annually by 2020 to address the needs of developing countries to both adapt to climate change and invest in low-carbon development.",Climate action,climate action the annual average economic losses from climaterelated disasters are in the hundreds of billions of dollars this is not to mention the human impact of geophysical disasters which are  percent climaterelated and which between  and  killed  million people and left  billion injured the goal aims to mobilize us billion annually by  to address the needs of developing countries to both adapt to climate change and invest in lowcarbon development,"['climate', 'action', 'annual', 'average', 'economic', 'are', 'human', 'impact', 'geophysical', 'are', 'percent', 'left', 'goal', 'change', 'invest', 'lowcarbon', 'development']","['NN', 'NN', 'JJ', 'JJ', 'JJ', 'VBP', 'JJ', 'NN', 'JJ', 'VBP', 'NN', 'JJ', 'NN', 'NN', 'NN', 'NN', 'NN']",9,2,6
G45G3,"Supporting vulnerable regions will directly contribute not only to Goal 13 but also to the other SDGs. These actions must also go hand in hand with efforts to integrate disaster risk measures, sustainable natural resource management, and human security into national development strategies. It is still possible, with strong political will, increased investment, and using existing technology, to limit the increase in global mean temperature to two degrees Celsius above pre-industrial levels, aiming at 1.5°C, but this requires urgent and ambitious collective action.",Climate action,climate action supporting vulnerable regions will directly contribute not only to goal  but also to the other sdgs these actions must also go hand in hand with efforts to integrate disaster risk measures sustainable natural resource management and human security into national development strategies it is still possible with strong political will increased investment and using existing technology to limit the increase in global mean temperature to two degrees celsius above preindustrial levels aiming at °c but this requires urgent and ambitious collective action,"['climate', 'action', 'vulnerable', 'goal', 'other', 'sdgs', 'hand', 'hand', 'disaster', 'risk', 'sustainable', 'natural', 'resource', 'management', 'human', 'security', 'national', 'development', 'possible', 'strong', 'political', 'investment', 'technology', 'increase', 'global', 'mean', 'temperature', 'celsius', 'preindustrial', '°c', 'urgent', 'ambitious', 'collective', 'action']","['NN', 'NN', 'JJ', 'NN', 'JJ', 'NN', 'NN', 'NN', 'NN', 'NN', 'JJ', 'JJ', 'NN', 'NN', 'JJ', 'NN', 'JJ', 'NN', 'JJ', 'JJ', 'JJ', 'NN', 'NN', 'NN', 'JJ', 'JJ', 'NN', 'VBP', 'NN', 'NN', 'JJ', 'JJ', 'JJ', 'NN']",19,1,14
G46G1,"The world’s oceans – their temperature, chemistry, currents and life – drive global systems that make the Earth habitable for humankind. How we manage this vital resource is essential for humanity as a whole, and to counterbalance the effects of climate change.",Life Below Water,life below water the world’s oceans – their temperature chemistry currents and life – drive global systems that make the earth habitable for humankind how we manage this vital resource is essential for humanity as a whole and to counterbalance the effects of climate change,"['life', 'water', 'world', 's', '–', 'temperature', 'chemistry', 'life', 'drive', 'global', 'make', 'earth', 'habitable', 'humankind', 'manage', 'vital', 'resource', 'essential', 'humanity', 'whole', 'climate', 'change']","['NN', 'NN', 'NN', 'NN', 'VBP', 'NN', 'NN', 'NN', 'NN', 'JJ', 'VBP', 'NN', 'JJ', 'JJ', 'VBP', 'JJ', 'NN', 'JJ', 'NN', 'NN', 'NN', 'NN']",14,3,5
G47G2,"Over three billion people depend on marine and coastal biodiversity for their livelihoods. However, today we are seeing 30 percent of the world’s fish stocks overexploited, reaching below the level at which they can produce sustainable yields.",Life Below Water,life below water over three billion people depend on marine and coastal biodiversity for their livelihoods however today we are seeing  percent of the world’s fish stocks overexploited reaching below the level at which they can produce sustainable yields,"['life', 'water', 'depend', 'marine', 'coastal', 'biodiversity', 'today', 'are', 'percent', 'world', 'fish', 'level', 'sustainable']","['NN', 'NN', 'VBP', 'NN', 'JJ', 'NN', 'NN', 'VBP', 'NN', 'NN', 'JJ', 'NN', 'JJ']",8,2,3
G48G3,"Oceans also absorb about 30 percent of the carbon dioxide produced by humans, and we are seeing a 26 percent rise in ocean acidification since the beginning of the industrial revolution. Marine pollution, an overwhelming majority of which comes from land-based sources, is reaching alarming levels, with an average of 13,000 pieces of plastic litter to be found on every square kilometre of ocean.",Life Below Water,life below water oceans also absorb about  percent of the carbon dioxide produced by humans and we are seeing a  percent rise in ocean acidification since the beginning of the industrial revolution marine pollution an overwhelming majority of which comes from landbased sources is reaching alarming levels with an average of  pieces of plastic litter to be found on every square kilometre of ocean,"['life', 'water', 'absorb', 'percent', 'carbon', 'dioxide', 'are', 'percent', 'rise', 'ocean', 'acidification', 'beginning', 'industrial', 'revolution', 'marine', 'pollution', 'overwhelming', 'majority', 'landbased', 'average', 'plastic', 'litter', 'square', 'kilometre', 'ocean']","['NN', 'NN', 'VBP', 'NN', 'NN', 'NN', 'VBP', 'NN', 'NN', 'JJ', 'NN', 'NN', 'JJ', 'NN', 'NN', 'NN', 'JJ', 'NN', 'JJ', 'NN', 'NN', 'NN', 'NN', 'NN', 'NN']",19,2,4
G49G4,"The SDGs aim to sustainably manage and protect marine and coastal ecosystems from pollution, as well as address the impacts of ocean acidification. Enhancing conservation and the sustainable use of ocean-based resources through international law will also help mitigate some of the challenges facing our oceans.",Life Below Water,life below water the sdgs aim to sustainably manage and protect marine and coastal ecosystems from pollution as well as address the impacts of ocean acidification enhancing conservation and the sustainable use of oceanbased resources through international law will also help mitigate some of the challenges facing our oceans,"['life', 'water', 'sdgs', 'aim', 'marine', 'coastal', 'pollution', 'address', 'ocean', 'acidification', 'conservation', 'sustainable', 'use', 'oceanbased', 'international', 'law']","['NN', 'NN', 'NN', 'NN', 'NN', 'JJ', 'NN', 'NN', 'JJ', 'NN', 'NN', 'JJ', 'NN', 'JJ', 'JJ', 'NN']",11,0,5
G50G1,"Human life depends on the earth as much as the ocean for our sustenance and livelihoods. Plant life provides 80 percent of the human diet, and we rely on agriculture as an important economic resources. Forests cover 30 percent of the Earth’s surface, provide vital habitats for millions of species, and important sources for clean air and water, as well as being crucial for combating climate change.",Life on land,life on land human life depends on the earth as much as the ocean for our sustenance and livelihoods plant life provides  percent of the human diet and we rely on agriculture as an important economic resources forests cover  percent of the earth’s surface provide vital habitats for millions of species and important sources for clean air and water as well as being crucial for combating climate change,"['life', 'land', 'human', 'life', 'earth', 'ocean', 'sustenance', 'plant', 'life', 'percent', 'human', 'diet', 'rely', 'agriculture', 'important', 'economic', 'cover', 'percent', 'earth', 'surface', 'vital', 'important', 'clean', 'air', 'water', 'crucial', 'climate', 'change']","['NN', 'NN', 'JJ', 'NN', 'NN', 'NN', 'NN', 'NN', 'NN', 'NN', 'JJ', 'NN', 'VBP', 'NN', 'JJ', 'JJ', 'VBP', 'NN', 'NN', 'NN', 'JJ', 'JJ', 'JJ', 'NN', 'NN', 'JJ', 'NN', 'NN']",18,2,8
G51G2,"Every year, 13 million hectares of forests are lost, while the persistent degradation of drylands has led to the desertification of 3.6 billion hectares, disproportionately affecting poor communities.",Life on land,life on land every year  million hectares of forests are lost while the persistent degradation of drylands has led to the desertification of  billion hectares disproportionately affecting poor communities,"['life', 'land', 'year', 'are', 'persistent', 'degradation', 'desertification', 'poor']","['NN', 'NN', 'NN', 'VBP', 'JJ', 'NN', 'NN', 'JJ']",5,1,2
G52G3,"While 15 percent of land is protected, biodiversity is still at risk. Nearly 7,000 species of animals and plants have been illegally traded. Wildlife trafficking not only erodes biodiversity, but creates insecurity, fuels conflict, and feeds corruption.",Life on land,life on land while  percent of land is protected biodiversity is still at risk nearly  species of animals and plants have been illegally traded wildlife trafficking not only erodes biodiversity but creates insecurity fuels conflict and feeds corruption,"['life', 'land', 'percent', 'land', 'biodiversity', 'risk', 'have', 'wildlife', 'biodiversity', 'insecurity', 'conflict', 'corruption']","['NN', 'NN', 'NN', 'NN', 'NN', 'NN', 'VBP', 'NN', 'NN', 'JJ', 'NN', 'NN']",10,1,1
G53G4,"Urgent action must be taken to reduce the loss of natural habitats and biodiversity which are part of our common heritage and support global food and water security, climate change mitigation and adaptation, and peace and security.",Life on land,life on land urgent action must be taken to reduce the loss of natural habitats and biodiversity which are part of our common heritage and support global food and water security climate change mitigation and adaptation and peace and security,"['life', 'land', 'urgent', 'action', 'loss', 'natural', 'biodiversity', 'are', 'part', 'common', 'heritage', 'support', 'global', 'food', 'water', 'security', 'climate', 'change', 'mitigation', 'adaptation', 'peace', 'security']","['NN', 'NN', 'JJ', 'NN', 'NN', 'JJ', 'NN', 'VBP', 'NN', 'JJ', 'NN', 'NN', 'JJ', 'NN', 'NN', 'NN', 'NN', 'NN', 'NN', 'NN', 'NN', 'NN']",17,1,4
G54G1,"We cannot hope for sustainable development without peace, stability, human rights and effective governance, based on the rule of law. Yet our world is increasingly divided. Some regions enjoy peace, security and prosperity, while others fall into seemingly endless cycles of conflict and violence. This is not inevitable and must be addressed.","Peace, justice and strong institutions",peace justice and strong institutions we cannot hope for sustainable development without peace stability human rights and effective governance based on the rule of law yet our world is increasingly divided some regions enjoy peace security and prosperity while others fall into seemingly endless cycles of conflict and violence this is not inevitable and must be addressed,"['peace', 'justice', 'strong', 'sustainable', 'development', 'peace', 'stability', 'human', 'effective', 'governance', 'rule', 'law', 'world', 'enjoy', 'peace', 'security', 'prosperity', 'fall', 'endless', 'conflict', 'violence', 'inevitable']","['NN', 'NN', 'JJ', 'JJ', 'NN', 'NN', 'NN', 'JJ', 'JJ', 'NN', 'NN', 'NN', 'NN', 'VBP', 'JJ', 'NN', 'NN', 'VBP', 'JJ', 'NN', 'NN', 'JJ']",13,2,7
G55G2,"Armed violence and insecurity have a destructive impact on a country’s development, affecting economic growth, and often resulting in grievances that last for generations. Sexual violence, crime, exploitation and torture are also prevalent where there is conflict, or no rule of law, and countries must take measures to protect those who are most at risk","Peace, justice and strong institutions",peace justice and strong institutions armed violence and insecurity have a destructive impact on a country’s development affecting economic growth and often resulting in grievances that last for generations sexual violence crime exploitation and torture are also prevalent where there is conflict or no rule of law and countries must take measures to protect those who are most at risk,"['peace', 'justice', 'strong', 'violence', 'insecurity', 'have', 'destructive', 'impact', 'country', 's', 'development', 'economic', 'growth', 'last', 'sexual', 'violence', 'crime', 'exploitation', 'torture', 'are', 'prevalent', 'conflict', 'rule', 'law', 'are', 'risk']","['NN', 'NN', 'JJ', 'NN', 'NN', 'VBP', 'JJ', 'NN', 'NN', 'JJ', 'NN', 'JJ', 'NN', 'JJ', 'JJ', 'NN', 'NN', 'NN', 'NN', 'VBP', 'JJ', 'NN', 'NN', 'NN', 'VBP', 'NN']",16,3,7
G56G3,"The SDGs aim to significantly reduce all forms of violence, and work with governments and communities to end conflict and insecurity. Promoting the rule of law and human rights are key to this process, as is reducing the flow of illicit arms and strengthening the participation of developing countries in the institutions of global governance.","Peace, justice and strong institutions",peace justice and strong institutions the sdgs aim to significantly reduce all forms of violence and work with governments and communities to end conflict and insecurity promoting the rule of law and human rights are key to this process as is reducing the flow of illicit arms and strengthening the participation of developing countries in the institutions of global governance,"['peace', 'justice', 'strong', 'sdgs', 'aim', 'violence', 'work', 'conflict', 'insecurity', 'rule', 'law', 'human', 'are', 'key', 'process', 'flow', 'illicit', 'participation', 'global', 'governance']","['NN', 'NN', 'JJ', 'NN', 'NN', 'NN', 'NN', 'NN', 'NN', 'NN', 'NN', 'JJ', 'VBP', 'JJ', 'NN', 'NN', 'JJ', 'NN', 'JJ', 'NN']",14,1,5
